,EquipmentID,SurveyDate,AreaName,AreaID,Route,EquipmentName,AnalysisDate,FaultStatus,FaultName,Comment,Location,Analyst
133,02APHP201,2019-08-25 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP201 LIGNE APH 02APHP201 1MOIS,2019-08-26 12:28:04,2. NO INTERVENTION REQUIRED,Gear problem,"Nous observons la présence d'impacts et de frottement sur les mesures de l'arbre grande vitesse du multiplicateur ainsi que sur les paliers de la pompe, on retrouve principalement des informations provenant des roulements et de l'engrénement. Les amplitudes sont stables.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Réducteur,Administrator/44538
134,01APHP101,2019-08-25 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,01APHP101 LIGNE APH 01APHP101 1MOIS,2019-08-26 12:33:14,2. NO INTERVENTION REQUIRED,Imbalance,"On retrouve principalement les fréquence de rotation d'entree et de sortie, ainsi que la fréquence hydraulique (roue à 5 aubes ?). Les amplitudes sont acceptables, évolution à suivre lors de la prochaine campagne.

SUIVI PERIODIQUE",Fréquence de passage,Administrator/44538
135,02CEXP301,2019-09-30 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CEXP301 PPE EXTRACTION 02CEXP301,2019-10-01 10:59:50,2. NO INTERVENTION REQUIRED,Other,"Pas de défaut majeur relevé sur le moteur sont visibles principalement des fréquences d'origine électrique avec des niveaux acceptables.
Sur la pompe, on observe côté accouplement des fréquences non synchrones pouvant corresdrent à un défaut sur les éléments roulants, le niveau d'impact est faible, aucune action n'est recommandée à court terme.

Jeu - ok
Lubrification - ok

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Pompe,Administrator/44538
136,02CRFP501,2019-09-30 22:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CRFP501 PPE EAU MER 02CRFP501  1MOIS,2019-10-01 11:45:36,2. NO INTERVENTION REQUIRED,Other,"Sur le moteur sont visibles principalement des informations d'origines électriques lié à l'alimentation ainsi que des fréquences non synchrones lié à un défaut naissant sur la piste interne du roulement côté accouplé. Sur la pompe, nous relevons des informations à 5 fois la vitesse de rotation lié aux nombres d'aubes de la roue. Les niveaux sont corrects, évolution à suivre.

PAS D'ACTION REQUISE - EVOLUTION A SUIVRE SELON LE PLANNING",Moteur,Administrator/44538
137,02CVIP101,2019-09-30 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CVIP101 PPE ANNEAULIQ 02CVIP101 1MOI,2019-10-01 12:00:31,2. NO INTERVENTION REQUIRED,Lubrication problem,"Nous observons la présence de bruit de fond / décollement spectral sur les mesures hautes fréquences de la pompe, niveaux max sur le palier côté opposé accouplement pouvant être associé à un problème de lubrification (sous ou sur lubrification). Les amplitudes sont correctes.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Pompe,Administrator/44538
138,2TTAFAN202,2019-09-30 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,2TTAFAN202 MOTEUR DU VIRAGE 02TTAFAN202,2019-10-01 12:10:00,2. NO INTERVENTION REQUIRED,Gear problem,"Sur le réducteur, on retrouve principalement des fréquences d'engrènement présumé (57 dents sur un des pignons ?) ainsi que des fréquences non synchrones sur le corp du réducteur traduisant probablement un défaut de roulement, les amplitudes sont acceptables.

Pouvez vous nous fournir les plans du réducteur svp ? (rlmt/pignonerie/...)

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Réducteur,Administrator/44538
139,9TPFCMP002,2019-09-30 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2019-10-01 12:20:41,2. NO INTERVENTION REQUIRED,Gear problem,"Présence d'harmonqiues de la fréquence de rotation visible sur les paliers du compresseur traduisant du jeu (jeu interne rlmt ou rlmt /logement) ainsi que des informations provenant probablement d'un engrenage. Les amplitudes ont clairement diminuées depuis la dernière mesure probablement en rapport avec la charge au moment de la prise de mesure.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Compresseur,Administrator/44538
140,MBV21AP002,2020-02-19 23:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,MBV21AP002 PPE GRAIS PRIN 11MBV21AP002,2020-02-24 08:53:26,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Hausse des niveaux haute fréquence visible sur le moteur, principalemnt côté non accouplé pouvant provenir du roulement. Les amplitudes sont admissibles, évolution à suivre dans un mois.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE DANS UN MOIS",Moteur,Laurent/44701
141,MBX21AP002,2020-02-19 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,MBX21AP002 PPE CONTROLE 12MBX21AP002,2020-02-24 09:46:45,2. NO INTERVENTION REQUIRED,Looseness,"Pas de défaut majeur relevé sur cet équipement, nous observons principalement la présence d'informations synchrones traduisant la présence d'un léger jeu mécanique, les amplitudes sont acceptables.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Moteur,Laurent/44701
142,02CVIP201,2020-02-19 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CVIP201 PPE ANNEAULIQ 02CVIP201 1MOI,2020-02-24 12:23:26,2. NO INTERVENTION REQUIRED,Cavitation,"Sur le moteur, pas de problème particulier.
Sur la pompe, côté accouplement, toujours présence de frottement du côté opposé accouplement, lié, soit à un problème de lubrification (sous ou sur lubrification) soit à un problème de cavitation ou encore lié à un défaut sur les garnitures. Les amplitudes sont importantes, mais restent stables depuis les dernières campagnes.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Pompe côté non accouplé,Laurent/44701
143,02APHP101,2020-02-19 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP101 LIGNE  APH 02APHP101 1MOIS,2020-02-24 14:32:00,2. NO INTERVENTION REQUIRED,N/A,"Pas de problème particulier visible sur cet équipement, les niveaux vibratoires sont stables et acceptables. On retrouve quelques harmoniques de la fréquence de rotation sur le moteur côté accouplé traduisant un léger jeu, les amplitudes sont faibles.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",,Laurent/44701
144,01CRFP501,2020-07-20 22:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,01CRFP501 PPE EAU MER 01CRFP501  1MOIS,2020-07-21 16:08:27,2. NO INTERVENTION REQUIRED,Other,"En comparaison de la pompe voisine, les amplitudes vibratoires très haute fréquence indiquent un frottement plus important. Ceci depuis le début des mesures. Tant que l'évolution ne tend pas à augmenter cela ne doit pas justifier d'intervention. Il est également possible que les capteurs ne soient pas à distance égales des roulements sur les 2 pompes. 

Défaut de lubrification et/ou frottement. Pas d'action requise. A suivre selon planning. ",Pompe,HL/44534
145,02CRFP501,2020-07-20 22:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CRFP501 PPE EAU MER 02CRFP501  1MOIS,2020-07-21 16:23:29,2. NO INTERVENTION REQUIRED,Other,"Nous relevons sur le moteur côté accouplé des fréquences asynchrones en très haute fréquence indiquant un défaut de roulement naissant. A ce stade, les amplitudes ne sont pas alarmantes tant par leurs amplitudes que par leurs évolutions. 

Défaut de roulement naissant sur moteur côté accouplement. Pas d'action requise. Equipement à suivre selon planning. ",Moteur côté accouplement,HL/44534
146,2TTAFAN302,2020-07-20 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,2TTAFAN302 VTL AIR BARRAGE 02TTAFAN302,2020-07-22 17:10:38,2. NO INTERVENTION REQUIRED,Structural problem / resonance,"Nous observons un déséquilibre structurel avec axe préférentiel axial. Les amplitudes demeurent acceptables. Le défaut reste naissant. Pas d'action requise. 

Léger défaut structurel. Aucune action requise. A suivre selon planning. ",Moteur,HL/44534
147,02CEXP101,2019-10-17 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CEXP101 PPE EXTRACTION 02CEXP101,2019-10-21 07:41:13,2. NO INTERVENTION REQUIRED,Other,"Pas de défaut majeur relevé sur le moteur. Sur la pompe, présence d'information sous synchrones provenant du roulement sur le palier côté accouplement, les amplitudes sont acceptables, évolution à suivre.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LA PLANNING",Pompe,Administrator/44538
148,02CEXP301,2019-10-17 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CEXP301 PPE EXTRACTION 02CEXP301,2019-10-21 07:44:24,2. NO INTERVENTION REQUIRED,Other,"Pas de défaut majeur relevé sur le moteur sont visibles principalement des fréquences d'origine électrique avec des niveaux acceptables.
Sur la pompe, on observe côté accouplement des fréquences non synchrones et sous synchrones provenant du roulement, le niveau d'impact est faible, aucune action n'est recommandée à court terme.

Jeu - ok
Lubrification - ok

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Pompe,Administrator/44538
149,02APHP101,2019-10-17 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP101 LIGNE  APH 02APHP101 1MOIS,2019-10-21 07:55:58,2. NO INTERVENTION REQUIRED,Looseness,"Nous observons principalement des fréquences d'engrénement sur le multiplicateur ainsi que la présence d'impacts et de frottement sur les mesures de l'arbre grande vitesse et notamment sur le palier de la turbine en sortie. Les amplitudes ont diminués depuis la dernère mesure, pas d'action à prévoir, évolution à suivre.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Turbine,Administrator/44538
150,02APHP201,2019-11-18 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP201 LIGNE APH 02APHP201 1MOIS,2019-11-19 13:52:00,2. NO INTERVENTION REQUIRED,Other,"Nous observons la présence d'un défaut de roulement sur l'arbre PV du réducteur. Les amplitudes sont stables. Sont également visibles des fréquences multiples de la vitesse de rotation sur l'arbre GV, correspondant au fonctionnement des engrenages. Les amplitudes sont stables. 

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Réducteur / Pompe,tk/400
151,02CRFP501,2019-11-18 23:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CRFP501 PPE EAU MER 02CRFP501  1MOIS,2019-11-19 15:13:13,2. NO INTERVENTION REQUIRED,Other,"Nous observons sur le moteur des fréquences sous synchrones (0.4 ordres) liées à un défaut naissant sur la cage du roulement côté non accouplé. 
Sur la pompe, nous relevons des informations à 5 fois la vitesse de rotation liées aux nombres d'aubes de la roue. 

Les niveaux sont tout à fait acceptables.

PAS D'ACTION REQUISE - EVOLUTION A SUIVRE SELON LE PLANNING",Moteur,tk/400
152,9TPFCMP002,2019-11-18 23:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2019-11-19 15:31:05,2. NO INTERVENTION REQUIRED,Gear problem,"Présence d'harmonqiues de la fréquence de rotation visible sur les paliers du compresseur traduisant du jeu (jeu interne rlmt ou rlmt /logement) ainsi que des informations provenant probablement d'un engrenage. Les amplitudes sont acceptables.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",,tk/400
153,09SEBMO601,2019-11-18 23:00:00,UTILITE,UTIL,UTILITE,09SEBMO601 G05 DEMINEE  09 SEB MO 601,2019-11-19 15:59:57,2. NO INTERVENTION REQUIRED,Misalignment,"Nous observons sur le moteur et sur la pompe, des informations en vitesse à 1X et 2X la vitesse de rotation traduisant un défaut de lignage. Les amplitudes sont relativement faibles, stables, et ne recquièrent aucune intervention. 

PAS D'INTERVENTION REQUISE. EQUIPEMENT A SUIVRE SELON PLANNING. ",Accouplement,tk/400
154,02ADGP201,2019-11-18 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02ADGP201 PPE EVAPORATEUR 02ADGP201,2019-11-19 16:33:26,2. NO INTERVENTION REQUIRED,Other,"Nous relevons de informations asynchrones sur le moteur côté accouplement signature d'un défaut de roulement. Les amplitudes sont très faibles et ne justifient pas d'intervention. 
Des informations à 1X et 2X la vitesse de rotation sont aussi relevées sur le corps de la pompe en horizontal, indiquant un délignage. Les amplitudes sont également acceptables. 

AUCUNE ACTION REQUISE - EQUIPEMENT A SUIVRE SELON PLANNING.",Moteur,tk/400
155,02SRIP201,2019-11-18 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02SRIP201 PPE REFRIGERATION 02SRIP201,2019-11-19 16:39:18,2. NO INTERVENTION REQUIRED,Looseness,"Nous relevons sur le moteur des fréquences mutliples de la vitesse de rotation, caractéristique d'un défaut de jeu. L'évolution du défaut depuis décembre 2018 est présente mais raisonnable. Les amplitudes demeurent également acceptables. Evolution à suivre lors de la prochaine mesure. 

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON PLANNING",Moteur,tk/400
156,MAX11AP001,2019-11-18 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,MAX11AP001 PPE REGUL1 TV2 22MAX11AP001,2019-11-19 16:52:01,2. NO INTERVENTION REQUIRED,Other,"Nous relevons la présence d'information asynchrones sur le côté non accouplé du moteur. Les amplitudes sont stables depuis les dernières mesures et acceptables. 

Nous relevons également la présence d'harmoniques de 9X la vitesse de rotation, témoins du fonctionnemet de la pompe. Evolution à suivre lors de la prochaine mesure. 

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON PLANNING",Moteur,tk/400
157,01CFIP501,2019-11-18 23:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,01CFIP501 PPE BP 01 CFI P501,2019-11-19 16:58:53,2. NO INTERVENTION REQUIRED,Other,"Nous relevons sur le palier côté opposé accouplement du moteur l'augmentation des amplitudes vibratoires correspondant à un défaut de roulement (fréquence de cage et de bague). Les amplitudes, encore faibles, ne justifient pas à ce stade d'intervention. Evolution à suivre lors de la prochaine mesure. 

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON PLANNING",Moteur,tk/400
158,02CFIP601,2019-11-18 23:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CFIP601 PPE BP 02 CFI P601,2019-11-19 17:15:54,2. NO INTERVENTION REQUIRED,Looseness,"Nous relevons des harmoniques de la vitesse de rotation et la fréquence de passage des aubes, témoin du fonctionnement normal de la pompe compte tenu de la faible amplitudes des niveaux vibratoires.

AUCUNE INTERVENTION REQUISE - EQUIPEMENT A SUIVRE SELON PLANNING ",Pompe,tk/400
159,02APHP101,2019-12-22 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP101 LIGNE  APH 02APHP101 1MOIS,2019-12-24 10:11:36,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous observons des fréquences non synchrones sur le palier côté non accouplé du moteur hydraulique traduisant un défaut de roulement de faible amplitude, à suivre.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Moteur côté non accouplé,UserID -1/0
160,02APHP201,2019-12-22 23:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP201 LIGNE APH 02APHP201 1MOIS,2019-12-24 10:15:47,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous observons la présence d'un défaut de roulement sur l'arbre PV du réducteur. Les amplitudes sont stables. Sont également visibles des fréquences multiples de la vitesse de rotation sur l'arbre GV, correspondant au fonctionnement des engrenages. Les amplitudes sont stables. 

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Réducteur GV,UserID 10040/0
161,09SDXMO001,2019-12-22 23:00:00,UTILITE,UTIL,UTILITE,09SDXMO001 GO6 ST REJET 06 SDX MO 001,2019-12-24 10:31:16,2. NO INTERVENTION REQUIRED,Misalignment,"Sur le moteur côté accouplé, on retrouve des pics a 1x et 2x la fréquence de rotation provenant d'un léger délignage, lesamplitudes sont aceptables.
On retrouve également des pics non synchrones à 5,9x provenant probablement du roulement (bague interne), les amplitudes sont acceptables également, évolution à suivre.

PAS D'ACTION REQUISE",Moteur côté accouplé,UserID 10040/0
162,09SDAMO003,2019-12-22 23:00:00,UTILITE,UTIL,UTILITE,09SDAMO003 G05 DEMINEE  09 SDA MO 003,2019-12-24 10:44:24,2. NO INTERVENTION REQUIRED,Looseness,"Sur le moteur, on retrouve un léger défaut d'alignement, les amplitudes sont admissibles;
Sur la pompe côté aube, présence d'harmonqiues de la fréquence de rotation traduisant un jeu rotatif (jeu rlmt ou rlmt/logement), les amplitude sont admissibles, évolution à suivre.

AUCUNE ACTION REQUISE - SUIVI PERIODIQUE",Pompe côté non accouplé,UserID 10040/0
163,02CRFP501,2019-12-22 23:00:00,STATION DE POMPAGE 1MOIS-3MOIS,PPE,STATION DE POMPAGE 1MOIS-3MOIS,02CRFP501 PPE EAU MER 02CRFP501  1MOIS,2019-12-24 12:36:17,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous observons sur le moteur des fréquences sous synchrones (0.4 ordres) liées à un défaut naissant sur la cage du roulement côté non accouplé, et non synchrone côté accouplé pouvant être associé au roulement, les amplitude sont stable, évolution à suivre.
Sur la pompe, nous relevons des informations à 5 fois la vitesse de rotation liées aux nombres d'aubes de la roue. 

Les niveaux sont tout à fait acceptables.

PAS D'ACTION REQUISE - EVOLUTION A SUIVRE SELON LE PLANNING",Moteur,UserID 10040/0
164,01ADGP201,2020-01-29 23:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,01ADGP201 PPE EVAPORATEUR 01ADGP201,2020-01-30 16:38:23,2. NO INTERVENTION REQUIRED,Lubrication problem,"Sur le moteur, on retrouve principalement des fréquence de type électrique.
Sur le pompe, légère hausse des niveaux haute fréquence prvenant de frottemnt (lubrification), lesa mplitudes sont admissibles, à suivre lors de la prochaine campagne.

PAS D'ACTION REQUISE - EQUIPEMENT A SUIVRE SELON LE PLANNING",Pompe,Laurent/44701
165,MBV50AP001,2020-06-22 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,MBV50AP001 MOT SOULEVEMENT 11MBV50AP001,2020-06-24 11:07:09,2. NO INTERVENTION REQUIRED,Lubrication problem,Défaut de lubrification + jeu naissant. Evolution à suivre lors de la prochaine mesure. ,,Administrator/44534
166,MBV50AP003,2020-06-22 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,MBV50AP003 MOT SOULEVEMENT 12MBV50AP003,2020-06-24 11:12:01,2. NO INTERVENTION REQUIRED,Other,Première mesure: Pas d'anomalies spécifiques à relever. Equipement à suivre périodiquement. ,,Administrator/44534
167,MBX21AP002,2020-06-22 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,MBX21AP002 PPE CONTROLE 12MBX21AP002,2020-06-24 11:14:25,2. NO INTERVENTION REQUIRED,Looseness,Jeu léger et stable lié au fonctionnement normal de la pompe. Aucune action requise. Equipement à suivre selon planning. ,,Administrator/44534
168,02SRIP201,2020-06-22 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02SRIP201 PPE REFRIGERATION 02SRIP201,2020-06-24 11:33:56,2. NO INTERVENTION REQUIRED,Lubrication problem,"Nous relevons des décollements de spectre légers sur la pompe et dont l'évolution est stable. Signature probable du fonctionnement normal de la pompe. Aucune action requise tant que les niveaux vibratoires restent stables. 

Léger frottement. Aucune action requise. ",Pompe,Administrator/44534
169,02ADGP201,2020-06-22 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02ADGP201 PPE EVAPORATEUR 02ADGP201,2020-06-24 11:53:44,2. NO INTERVENTION REQUIRED,Electrical problem,"Nous relevons sur le moteur l'augmentation des fréquences électriques. Ceci ne doit pas générer d'inquiétude à ce stade. Nous relevons également une fréquence semblant s'apparenter à un défaut de roulement. 

Fréquence électrique et défaut de roulement encore acceptable. Equipement à suivre selon planning. ",Moteur,Administrator/44534
170,02CEXP301,2020-06-22 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CEXP301 PPE EXTRACTION 02CEXP301,2020-06-24 12:07:26,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous relevons sur la pompe des fréquences asycnhrones et sous synchrones provenant d'un roulement. Les amplitudes restent faibles. 

Légère signature de roulement. Aucune action requise. Equipement à suivre selon planning. ",Pompe,Administrator/44534
171,02APHP201,2020-06-22 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02APHP201 LIGNE APH 02APHP201 1MOIS,2020-06-24 12:28:10,2. NO INTERVENTION REQUIRED,Other,"Nous observons sur l'arbre GV de la boite de vitesse des fréquences asycnhrones, synonymes d'une signature de roulement. La signature est stable et encore légère. 
Nous relevons également des impacts sur la pompe, stables également. 

Amplitudes vibratoires stables. Signature de roulement et fréquences hydrauliques ne nécessitant pas d'intervention. ",Arbre grande vitesse,Administrator/44534
172,MAX11AP001,2020-06-22 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,MAX11AP001 PPE REGUL1 TV2 22MAX11AP001,2020-06-24 12:44:08,2. NO INTERVENTION REQUIRED,Other,"Nous relevons des fréquences asynchrones, signature de roulement. Les amplitudes sont encore très faibles et ne nécessitent pas d'intervention. 

Légère signature de roulement. Pas d'action requise. ",Moteur,Administrator/44534
173,MBX21AP002,2020-06-22 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,MBX21AP002 PPE CONTROLE 12MBX21AP002,2020-06-24 12:54:41,2. NO INTERVENTION REQUIRED,Structural problem / resonance,Déséquilibre avec amplification structurelle. Amplitudes encore acceptables. Equipement à suivre de manière périodique.  ,Moteur,Administrator/44534
174,MBV21AP002,2020-06-22 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,MBV21AP002 PPE GRAIS PRIN 11MBV21AP002,2020-06-24 12:57:48,2. NO INTERVENTION REQUIRED,Lubrication problem,Nous relevons une légère augmentation du décollement de spectre et des amplitudes vibratoires associées. Les niveaux ne justifient pas d'intervention à ce stade. A suivre lors de la prochaine mesure. ,Pompe,Administrator/44534
175,2TTAFAN302,2020-06-22 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,2TTAFAN302 VTL AIR BARRAGE 02TTAFAN302,2020-06-24 13:06:34,2. NO INTERVENTION REQUIRED,Structural problem / resonance,"Nous relevons un léger déséquilibre avec amplification directionnelle en axial. L'amplification peut être en partie dûe à la dégradation importante de l'équipement voisin. Les amplitudes ne sont pas suffisemment importantes pour justifier une intervention. 

Léger déséquilibre avec amplification structurelle.  Aucune intervention requise. A suivre périodiquement.",Moteur,Administrator/44534
176,9TPFCMP002,2020-06-22 22:00:00,CHAUDIERE 1MOIS-3MOIS,CHAU,CHAUDIERE 1MOIS-3MOIS,9TPFCMP002 CMP GAZ COK 09TPFCMP002 1MOI,2020-06-24 13:33:09,2. NO INTERVENTION REQUIRED,Looseness,Signature classique d'un compresseur. Pas d'action préconisée. ,,Administrator/44534
177,09SERMO201,2020-06-22 22:00:00,UTILITE,UTIL,UTILITE,09SERMO201 G05 DEMINEE  09 SER MO 201,2020-06-24 13:40:59,2. NO INTERVENTION REQUIRED,Misalignment,Léger délignage. Aucune intervention requise. Equipement à suivre périodiquement. ,,Administrator/44534
178,09SERMO301,2020-06-22 22:00:00,UTILITE,UTIL,UTILITE,09SERMO301 G05 DEMINEE  09 SER MO 301,2020-06-24 13:44:03,2. NO INTERVENTION REQUIRED,Looseness,"Léger jeu relevé, signature n'évolue pas. A suivre de manière périodique. ",,Administrator/44534
179,09SEBMO501,2020-06-22 22:00:00,UTILITE,UTIL,UTILITE,09SEBMO501 G05 DEMINEE  09 SEB MO 501,2020-06-24 13:49:19,2. NO INTERVENTION REQUIRED,Misalignment,Léger délignage relevé. Les amplitudes vibratoires ne justifient pas d'intervention à ce stade. Equipement à suivre selon planning. ,,Administrator/44534
180,01CVIP201,2020-07-20 22:00:00,TRANCHE 1 TV1-TG1 - 3 MOIS,TR 1,TRANCHE 1 TV1-TG1 - 3 MOIS,01CVIP201 PPE ANNEAULIQ 01CVIP201 1MOI,2020-07-21 15:29:05,2. NO INTERVENTION REQUIRED,Vane pass frequency,"Nous relevons sur la pompe une fréquence à 15 ordres, probablement liée au fonctionnement de la pompe. Les amplitudes n'évoluent pas depuis 2018. 

Passage d'aube. Pas d'action requise. A suivre selon planning.",Pompe,HL/44534
181,02CVIP101,2020-07-20 22:00:00,TRANCHE 2 - TG2-TV2 - 3 MOIS,TR 2,TRANCHE 2 - TG2-TV2 - 3 MOIS,02CVIP101 PPE ANNEAULIQ 02CVIP101 1MOI,2020-07-21 15:32:43,2. NO INTERVENTION REQUIRED,Vane pass frequency,"Nous relevons sur la pompe une fréquence à 15 ordres, probablement liée au fonctionnement de la pompe. Les amplitudes n'évoluent pas depuis 2018. 

Passage d'aube. Pas d'action requise. A suivre selon planning.",,HL/44534
